failure_pct,best_combo,U,NRMSE_LOSO
0.01,"(3, 5, 6, 7)",0.526149639589683,1.4431781678132674
0.05,"(3, 5, 6, 7)",0.5261496395896829,1.4431781678132674
0.1,"(3, 5, 6, 7)",0.5261496395896829,1.4431781678132674
0.2,"(3, 5, 6, 7)",0.5261496395896829,1.4431781678132674
