date,kl_divergence,trigger
2017-06-08,0.5516431449264172,1
2017-06-09,0.5287420557917608,1
2017-06-10,0.49252433907802673,1
2017-06-11,0.493831476358115,1
2017-06-12,0.5106247911329715,1
2017-06-13,0.5107120474054797,1
2017-06-14,0.5107120474054797,1
2017-06-15,0.5072969824888237,1
2017-06-16,0.5774620990596496,1
2017-06-17,0.5700511870121937,1
2017-06-18,0.6100431469378851,1
2017-06-19,0.5812833650927952,1
2017-06-20,0.48859116440759826,1
2017-06-21,0.562259661891357,1
2017-06-22,0.48206808776521604,1
2017-06-23,0.428144030545713,1
2017-06-24,0.4898531291427526,1
2017-06-25,0.5357441907408088,1
2017-06-26,0.5721725778063851,1
2017-06-27,0.5526591634952281,1
2017-06-28,0.5134825772923192,1
2017-06-29,0.4617807334217074,1
2017-06-30,0.42683172238917105,1
2017-07-01,0.39495722876444667,1
2017-07-02,0.4840386877624737,1
2017-07-03,0.4691779375237173,1
2017-07-04,0.5357441907420819,1
2017-07-05,0.5121326391986482,1
2017-07-06,0.5632425357298728,1
2017-07-07,0.4758777382370831,1
2017-07-08,0.5479960901605777,1
2017-07-09,0.5380575104371492,1
2017-07-10,0.43568057907346797,1
2017-07-11,0.4963242979141248,1
2017-07-12,0.4369482734396242,1
2017-07-13,0.5249359170891718,1
2017-07-14,0.46535301512291416,1
2017-07-15,0.5157881582973505,1
2017-07-16,0.5416211984203106,1
2017-07-17,0.5904104181236236,1
2017-07-18,0.5736306800478069,1
2017-07-19,0.5717186071802146,1
2017-07-20,0.5671441375450474,1
2017-07-21,0.4584994481805454,1
2017-07-22,0.36460345315591813,1
2017-07-23,0.36228333489629444,1
2017-07-24,0.4193490604616403,1
2017-07-25,0.44787903756611824,1
2017-07-26,0.4366800192874636,1
2017-07-27,0.41506520711705724,1
2017-07-28,0.41221792176916094,1
2017-07-29,0.4206847111091743,1
2017-07-30,0.44379447054806326,1
2017-07-31,0.46846306842993907,1
2017-08-01,0.47517294870198057,1
2017-08-02,0.5224783406927562,1
2017-08-03,0.4948433436980978,1
2017-08-04,0.5588158928153601,1
2017-08-05,0.616485249154186,1
2017-08-06,0.5948059808546253,1
2017-08-07,0.5719688339693041,1
2017-08-08,0.5863619785887789,1
2017-08-09,0.521039301237424,1
2017-08-10,0.439044430328796,1
2017-08-11,0.4437564004218629,1
2017-08-12,0.4685384280353347,1
2017-08-13,0.4613970087295558,1
2017-08-14,0.45641859504542137,1
2017-08-15,0.543831247435064,1
2017-08-16,0.4854274192109993,1
2017-08-17,0.48507098342178523,1
2017-08-18,0.47463733978198436,1
2017-08-19,0.450922716790389,1
2017-08-20,0.4914756217199292,1
2017-08-21,0.5048505281710526,1
2017-08-22,0.4556837098031968,1
2017-08-23,0.4556837098031968,1
2017-08-24,0.4556837098031968,1
2017-08-25,0.48835255110371106,1
2017-08-26,0.4414712876288028,1
2017-08-27,0.40627284623037346,1
2017-08-28,0.40627284623037346,1
2017-08-29,0.406392997066318,1
2017-08-30,0.38517100814567773,1
2017-08-31,0.4002920543712377,1
2017-09-01,0.376722140650963,1
2017-09-02,0.40604600158160187,1
2017-09-03,0.34614626176177354,1
2017-09-04,0.3246038652133898,1
2017-09-05,0.4368729709461303,1
2017-09-06,0.27581775200555936,1
2017-09-07,0.4067042711872571,1
2017-09-08,0.4664435672990049,1
2017-09-09,0.5277477786542679,1
2017-09-10,0.5955081571866607,1
2017-09-11,0.6074096451711806,1
2017-09-12,0.6188266893106839,1
2017-09-13,0.5277477786495935,1
2017-09-14,0.5217145130907614,1
2017-09-15,0.5026467232884165,1
2017-09-16,0.48766579098554313,1
2017-09-17,0.4733963567859886,1
2017-09-18,0.39523385731715055,1
2017-09-19,0.47339635678112385,1
2017-09-20,0.5037615706725886,1
2017-09-21,0.4888148068046234,1
2017-09-22,0.3982026030829991,1
2017-09-23,0.460025887328899,1
2017-09-24,0.45612422503288746,1
2017-09-25,0.43796281910679785,1
2017-09-26,0.506599050158467,1
2017-09-27,0.5093988124641663,1
2017-09-28,0.5026467232912952,1
2017-09-29,0.4785746778801849,1
2017-09-30,0.5059131896191139,1
2017-10-01,0.5224632537672044,1
2017-10-02,0.511036053987391,1
2017-10-03,0.4556288045647214,1
2017-10-04,0.49884477385008996,1
2017-10-05,0.486569546987092,1
2017-10-06,0.41002162506641293,1
2017-10-07,0.3263019247071028,1
2017-10-08,0.47694422579993795,1
2017-10-09,0.4769442257947435,1
2017-10-10,0.4337226518077947,1
2017-10-11,0.45186934576264676,1
2017-10-12,0.5797449165237101,1
2017-10-13,0.665676031028923,1
2017-10-14,0.6161640563385483,1
2017-10-15,0.6110044677578204,1
2017-10-16,0.47932029876594107,1
2017-10-17,0.3840176252969293,1
2017-10-18,0.42989470299799654,1
2017-10-19,0.40522728348962495,1
2017-10-20,0.4277306836354905,1
2017-10-21,0.3891805173440241,1
2017-10-22,0.4793202987571236,1
2017-10-23,0.5690715807779578,1
2017-10-24,0.46163563103955374,1
2017-10-25,0.4532564604494204,1
2017-10-26,0.44484351279398476,1
2017-10-27,0.436300797762818,1
2017-10-28,0.46209049654166,1
2017-10-29,0.47979125658611305,1
2017-10-30,0.5213753542371277,1
2017-10-31,0.5648702259552534,1
2017-11-01,0.6110044677368733,1
2017-11-02,0.5831640779248757,1
2017-11-03,0.5831640779250484,1
2017-11-04,0.537034779994781,1
2017-11-05,0.595748391948292,1
2017-11-06,0.5719361911818505,1
2017-11-07,0.5663738359848883,1
2017-11-08,0.5498809043807981,1
2017-11-09,0.47191316740709144,1
2017-11-10,0.5011826648365317,1
2017-11-11,0.5033627467810242,1
2017-11-12,0.5390698899259804,1
2017-11-13,0.5051338803871471,1
2017-11-14,0.4352653440944379,1
2017-11-15,0.4311396657914882,1
2017-11-16,0.5182774592774206,1
2017-11-17,0.5581018315422852,1
2017-11-18,0.595748391963647,1
2017-11-19,0.5121326391716831,1
2017-11-20,0.5469007828386507,1
2017-11-21,0.6073702206415785,1
2017-11-22,0.5526591634613884,1
2017-11-23,0.49743746879000456,1
2017-11-24,0.5298019943052751,1
2017-11-25,0.4774010165673165,1
2017-11-26,0.4577132481595279,1
2017-11-27,0.4751018199540523,1
2017-11-28,0.466838243637078,1
2017-11-29,0.4322982988762908,1
2017-11-30,0.47191316742522027,1
2017-12-01,0.4424789311039757,1
2017-12-02,0.491031924293036,1
2017-12-03,0.4862261312116423,1
2017-12-04,0.42736052732872826,1
2017-12-05,0.5030958452584968,1
2017-12-06,0.5577576042606228,1
2017-12-07,0.5860478015348018,1
2017-12-08,0.5671596148310885,1
2017-12-09,0.556048320824639,1
2017-12-10,0.5860478015286052,1
2017-12-11,0.556048320818075,1
2017-12-12,0.4629939928058576,1
2017-12-13,0.42814403050501226,1
2017-12-14,0.4311396657863362,1
2017-12-15,0.47857467785195773,1
2017-12-16,0.5235359043576602,1
2017-12-17,0.5793552166819842,1
2017-12-18,0.5072969824524334,1
2017-12-19,0.519241689950843,1
2017-12-20,0.5573525311665136,1
2017-12-21,0.5723773345858358,1
2017-12-22,0.4938314763239474,1
2017-12-23,0.5201108870237572,1
2017-12-24,0.5249359170749491,1
2017-12-25,0.5645440885304025,1
2017-12-26,0.6324336070973492,1
2017-12-27,0.651701055055022,1
2017-12-28,0.630926665601813,1
2017-12-29,0.5831640779109692,1
2017-12-30,0.5615499478984304,1
2017-12-31,0.5831640779048187,1
2018-01-01,0.5370347799727863,1
2018-01-02,0.5506742772528228,1
2018-01-03,0.5573525311336833,1
2018-01-04,0.5333364203793295,1
2018-01-05,0.44912985196574784,1
2018-01-06,0.47740101655449046,1
2018-01-07,0.4967111010758554,1
2018-01-08,0.45849944815616406,1
2018-01-09,0.46535301509166144,1
2018-01-10,0.48473058675988373,1
2018-01-11,0.4824663205288691,1
2018-01-12,0.5498809043739292,1
2018-01-13,0.5346960316005187,1
2018-01-14,0.52666703924279,1
2018-01-15,0.5838340176379956,1
2018-01-16,0.5525634190597225,1
2018-01-17,0.5311235507815194,1
2018-01-18,0.5390698899347613,1
2018-01-19,0.5847941106084081,1
2018-01-20,0.6324336071063523,1
2018-01-21,0.5957483919562808,1
2018-01-22,0.5583581607395374,1
2018-01-23,0.5357441907135697,1
2018-01-24,0.5217145130729853,1
2018-01-25,0.5615499479281051,1
2018-01-26,0.5192416899719289,1
2018-01-27,0.5632425357196849,1
2018-01-28,0.478574677866707,1
2018-01-29,0.478574677866707,1
2018-01-30,0.5433758667835091,1
2018-01-31,0.541621198429641,1
2018-02-01,0.5746078217011075,1
2018-02-02,0.5500653316919095,1
2018-02-03,0.49586904277248783,1
2018-02-04,0.4481405881009629,1
2018-02-05,0.40937008791915513,1
2018-02-06,0.45076102075812324,1
2018-02-07,0.4900749277480269,1
2018-02-08,0.5176304031262677,1
2018-02-09,0.4451326943541344,1
2018-02-10,0.49711128233646684,1
2018-02-11,0.4900749277239548,1
2018-02-12,0.5304921635806101,1
2018-02-13,0.5192416899346965,1
2018-02-14,0.5442956368964649,1
2018-02-15,0.6055791851924998,1
2018-02-16,0.5012001790297327,1
2018-02-17,0.5609066112518201,1
2018-02-18,0.4989107226695309,1
2018-02-19,0.46439831113489083,1
2018-02-20,0.4589372605702603,1
2018-02-21,0.412724517009972,1
2018-02-22,0.3765975282421896,1
2018-02-23,0.4037241480368166,1
2018-02-24,0.4912183082935217,1
2018-02-25,0.4600258872338463,1
2018-02-26,0.5499148563381968,1
2018-02-27,0.6205936372461877,1
2018-02-28,0.5831640778700773,1
2018-03-01,0.5311235507086021,1
2018-03-02,0.5425439431921774,1
2018-03-03,0.5539261899257001,1
2018-03-04,0.5829186567637694,1
2018-03-05,0.5428978168527604,1
2018-03-06,0.5866894230794009,1
2018-03-07,0.49262556108791117,1
2018-03-08,0.46439831111498414,1
2018-03-09,0.5442956368559626,1
2018-03-10,0.5026467231783732,1
2018-03-11,0.4938314762289609,1
2018-03-12,0.49155421228231394,1
2018-03-13,0.48473058669179764,1
2018-03-14,0.5287420556702292,1
2018-03-15,0.5121326390691022,1
2018-03-16,0.5127789383769636,1
2018-03-17,0.4448435127146,1
2018-03-18,0.43362394145935435,1
2018-03-19,0.4032263911120763,1
2018-03-20,0.48276281100905066,1
2018-03-21,0.48276281100879087,1
2018-03-22,0.5904104180738747,1
